# columns:
# SCA #, then ref wavelength (um), then corner number
# order is TL, BL, BR, TR in FPA x,y
# last 22 columns are Zernikes
#
8	1.38	3	-20.44	-20.44	-131.92	-27.42	-0.404	0.079	-0.40400	0.57500	-0.2960	-0.6374		0.03310672	45.68727669	0.35056113	0.0407322	-0.02509306	-0.03919758	0.02177196	0.01222522	-0.00628076	-0.0116783	-0.01079928	0.0003473	0.01303552	-0.00037896	-0.00054251	-0.00198077	-0.00001231	-0.00046514	-0.00065145	0.00124515	0.00035414	0.0001111	0.00036928	0.00023395	0.00081884
8	1.38	4	20.44	-20.44	-91.04	-27.42	-0.281	0.077	-0.28100	0.57300	-0.3557	-0.5299		0.02965545	40.92452364	0.23862103	0.0357187	-0.02886145	-0.01263757	0.01956739	0.01147971	-0.00964829	-0.00203141	-0.01167814	-0.00444592	0.01034509	-0.00014296	-0.00072458	-0.00102671	-0.00002929	-0.00007505	-0.00079832	0.00132384	0.00000294	0.00015406	0.00000084	-0.00000012	0.00056111
8	1.38	5	20.44	20.44	-91.04	13.46	-0.279	-0.045	-0.27900	0.45100	-0.2511	-0.4671		0.03939254	54.36169904	0.29990742	0.05313071	-0.04595156	0.00421051	0.03021799	0.01151439	-0.01180938	0.00344273	-0.01771874	-0.00140842	0.00599579	0.00032153	-0.00035293	-0.00079559	-0.00001768	-0.00003576	-0.0007976	0.00106172	0.00000126	0.00015661	0.00000148	-0.0000005	0.00056234
9	1.38	2	-20.44	20.44	-133.08	-30.62	-0.403	0.088	-0.40300	0.58400	-0.3043	-0.6410		0.03417537	47.16200695	0.35821389	0.04305293	-0.02309099	-0.04133953	0.02309931	0.01228057	-0.00603722	-0.01241048	-0.01011194	0.00008433	0.01343847	-0.00041738	-0.00061625	-0.00201148	-0.00007274	-0.00047802	-0.00069245	0.0012557	0.00031498	0.00009495	0.00037248	0.00020704	0.0007984
9	1.38	3	-20.44	-20.44	-133.08	-71.5	-0.405	0.208	-0.40500	0.70400	-0.4072	-0.7027		0.0755116	104.2060127	0.57533068	0.11536681	0.01138219	-0.09350991	0.06447895	0.01359726	-0.00069341	-0.03009356	0.00164966	-0.0034785	0.02059622	-0.00109328	-0.00142024	-0.00191017	0.00009957	0.00000218	-0.00118762	0.00177367	0.00036898	0.00044037	0.00070172	-0.00021533	0.00057281
9	1.38	4	20.44	-20.44	-92.2	-71.5	-0.283	0.205	-0.28300	0.70100	-0.4656	-0.5956		0.04913165	67.80168147	0.39641279	0.07050466	-0.00559531	-0.05885046	0.03911976	0.01281549	-0.00432382	-0.01802054	-0.00324988	-0.01029112	0.01585857	-0.00043582	-0.00113702	-0.00160441	-0.00032078	-0.00032009	-0.00056213	0.00141573	-0.00009753	-0.00011274	-0.00025428	0.00002201	0.00072709
9	1.38	5	20.44	20.44	-92.2	-30.62	-0.28	0.086	-0.28000	0.58200	-0.3640	-0.5335		0.02969577	40.98016754	0.24099908	0.03594868	-0.0275394	-0.01445945	0.01965965	0.01152853	-0.00946109	-0.0026432	-0.01120651	-0.00476493	0.01063555	-0.00017441	-0.0007552	-0.0010388	-0.00003108	-0.00007832	-0.00079602	0.0013414	0.00000308	0.00015378	0.00000078	-0.00000008	0.00056106
10	1.38	2	-20.44	20.44	1.7	32.59	0.002	-0.099	0.00200	0.39700	-0.3448	-0.1968		0.06973901	96.23983621	0.35844069	0.11400493	-0.00107619	0.02048173	0.0658579	0.01298549	-0.01601863	0.00898456	-0.00072256	-0.00428507	-0.00051437	0.00070577	-0.00044516	-0.00003735	-0.00003562	0.00000694	-0.0001828	0.00094724	-0.00000182	0.00015571	0.00000273	-0.00000043	0.00056356
10	1.38	3	-20.44	-20.44	1.7	-8.29	0.003	0.024	0.00300	0.52000	-0.4518	-0.2574		0.04239077	58.49925749	0.25778106	0.06248174	-0.00130549	0.01884889	0.03552584	0.0132515	-0.01477393	0.00889919	-0.0008003	-0.00764765	-0.0007741	0.00025118	-0.00077607	-0.00003476	-0.00006301	0.00001191	-0.00018099	0.00121461	-0.00000214	0.00015298	0.00000291	0.0000003	0.00056243
10	1.38	4	20.44	-20.44	42.58	-8.29	0.128	0.025	0.12800	0.52100	-0.5152	-0.1496		0.03926092	54.18007545	0.25407805	0.05599322	0.01851321	0.01486447	0.03165912	0.01454591	-0.01258957	0.00749074	0.00671153	-0.00632376	-0.00506196	0.00015765	-0.0007245	0.00035657	-0.00004683	0.00004656	0.0000936	0.0012147	-0.00000433	0.00015343	0.00000377	-0.00000014	0.00056231
10	1.38	5	20.44	20.44	42.58	32.59	0.128	-0.099	0.12800	0.39700	-0.4078	-0.0876		0.063898	88.17924437	0.35705645	0.10300972	0.02588848	0.01753563	0.0593852	0.01389768	-0.01387725	0.00794305	0.00932129	-0.00325591	-0.00296341	0.00060909	-0.00039283	0.00025743	-0.0000251	0.00002512	0.00009488	0.00094726	-0.00000313	0.000156	0.00000325	-0.00000073	0.00056342
11	1.38	2	-20.44	20.44	1.85	-16.59	0.002	0.048	0.00200	0.54400	-0.4721	-0.2703		0.03854292	53.18923187	0.23557973	0.05494178	-0.00145447	0.01597809	0.03104915	0.01326864	-0.01433633	0.00797819	-0.00085455	-0.00851578	-0.00081416	0.00015528	-0.00085185	-0.00003597	-0.00007051	0.00001288	-0.00018185	0.00126566	-0.00000219	0.0001523	0.00000295	0.00000047	0.00056222
11	1.38	3	-20.44	-20.44	1.85	-57.47	0.003	0.169	0.00300	0.66500	-0.5774	-0.3299		0.03156369	43.55789167	0.17573534	0.04104525	-0.00185242	-0.01422059	0.02235124	0.01322336	-0.0103562	-0.00222342	-0.00099155	-0.01424185	-0.00118211	-0.00036902	-0.00130405	-0.00003247	-0.00012543	0.00001992	-0.00017984	0.00152366	-0.00000259	0.00014863	0.00000319	0.00000178	0.00056084
11	1.38	4	20.44	-20.44	42.73	-57.47	0.127	0.17	0.12700	0.66600	-0.6403	-0.2230		0.03199661	44.15531856	0.18864171	0.04172188	0.00709197	-0.01946182	0.02262932	0.01384782	-0.00812897	-0.00407638	0.00266869	-0.01258229	-0.00819246	-0.00045633	-0.00125357	0.00047638	-0.00010045	0.0000883	0.00009087	0.00152366	-0.00000588	0.00014924	0.00000478	0.00000107	0.00056074
11	1.38	5	20.44	20.44	42.73	-16.59	0.127	0.049	0.12700	0.54500	-0.5355	-0.1625		0.03599133	49.6680377	0.23224092	0.04952041	0.01680012	0.011816	0.02780001	0.01453867	-0.01215019	0.00650689	0.00610372	-0.00714216	-0.00551235	0.00006288	-0.00080069	0.00037464	-0.00005312	0.0000519	0.00009242	0.00126573	-0.00000458	0.00015278	0.0000039	0	0.00056211
12	1.38	2	-20.44	20.44	2	-61.62	0.003	0.18	0.00300	0.67600	-0.5869	-0.3354		0.03237054	44.67134576	0.19304594	0.04251453	-0.00193206	-0.01833144	0.02313666	0.01320123	-0.00983374	-0.00363421	-0.0010212	-0.01487296	-0.00119374	-0.00041782	-0.00135044	-0.00003398	-0.00013197	0.00002041	-0.00018064	0.00154678	-0.00000261	0.0001482	0.00000321	0.00000192	0.00056075
12	1.38	3	-20.44	-20.44	2	-102.5	0.004	0.298	0.00400	0.79400	-0.6896	-0.3935		0.06687486	92.2873053	0.47211034	0.1006025	-0.00253436	-0.08007841	0.05597898	0.01281241	-0.00185395	-0.02500901	-0.00122982	-0.02308037	-0.00167493	-0.0009578	-0.00191968	-0.00002881	-0.00022679	0.0000303	-0.00017829	0.00179405	-0.00000308	0.00014411	0.00000355	0.00000412	0.00055921
12	1.38	4	20.44	-20.44	42.88	-102.5	0.127	0.299	0.12700	0.79500	-0.7520	-0.2875		0.07210767	99.50858211	0.49991558	0.10943457	-0.00559727	-0.08660609	0.06097452	0.0119114	0.00041197	-0.02731601	-0.00182357	-0.02115428	-0.01156938	-0.00103818	-0.0018718	0.00058916	-0.00019212	0.00014582	0.00008753	0.00179446	-0.00000721	0.00014483	0.00000626	0.00000308	0.00055914
12	1.38	5	20.44	20.44	42.88	-61.62	0.127	0.181	0.12700	0.67700	-0.6498	-0.2285		0.0331323	45.72257497	0.20703226	0.04381016	0.00607548	-0.0236545	0.02377296	0.01373074	-0.00761268	-0.0055157	0.00230634	-0.01320869	-0.00842288	-0.00050447	-0.00130097	0.00048308	-0.00010649	0.000092	0.00008925	0.00154699	-0.00000599	0.00014882	0.00000488	0.0000012	0.00056065
13	1.38	2	-20.44	20.44	45.98	41.34	0.137	-0.126	0.13700	0.37000	-0.3889	-0.0664		0.06940601	95.78029869	0.37357411	0.11312342	0.02919786	0.0150255	0.06532364	0.01361758	-0.01377976	0.00694455	0.01053003	-0.00266863	-0.00270952	0.00068623	-0.00032473	0.00025612	-0.00002093	0.00002265	0.00011595	0.00088688	-0.00000295	0.00015651	0.0000032	-0.00000085	0.00056362
13	1.38	3	-20.44	-20.44	45.98	0.46	0.139	-0.003	0.13900	0.49300	-0.4965	-0.1261		0.04321681	59.63920425	0.27755805	0.0636963	0.02199716	0.01665106	0.03622847	0.01456121	-0.01271809	0.00801267	0.00798714	-0.005273	-0.00485625	0.00025243	-0.00063235	0.00036591	-0.0000384	0.00004302	0.00011747	0.00115508	-0.00000421	0.00015418	0.00000369	-0.00000035	0.00056256
13	1.38	4	20.44	-20.44	86.86	0.46	0.263	-0.002	0.26300	0.49400	-0.5593	-0.0192		0.03447987	47.58221646	0.28198526	0.04549068	0.03640872	0.00443956	0.02544494	0.01431714	-0.00814835	0.00369547	0.01358357	-0.00185741	-0.0081087	0.00004084	-0.00048076	0.00073885	-0.00000398	0.00006156	0.00039	0.00115506	-0.00000577	0.00015547	0.00000416	-0.00000111	0.00056214
13	1.38	5	20.44	20.44	86.86	41.34	0.263	-0.125	0.26300	0.37100	-0.4528	0.0423		0.0532063	73.42469945	0.33955265	0.08175504	0.05025687	0.00624445	0.04702822	0.01273848	-0.00922321	0.00392042	0.01833777	0.00017295	-0.00422573	0.0006297	-0.00005196	0.00033982	-0.00009169	-0.0001544	0.00020267	0.00099101	-0.00001537	0.00035898	0.0001465	0.00010233	0.00069938
14	1.38	2	-20.44	20.44	46.48	-7.84	0.138	0.021	0.13800	0.51700	-0.5167	-0.1390		0.03939495	54.36502854	0.25623899	0.05620557	0.0201643	0.01463513	0.0317865	0.01460069	-0.0123888	0.00739424	0.00733471	-0.00600665	-0.00530113	0.00016142	-0.00070448	0.00038381	-0.00004374	0.00004802	0.00011505	0.00120631	-0.00000445	0.00015358	0.00000381	-0.00000023	0.00056237
14	1.38	3	-20.44	-20.44	46.48	-48.72	0.139	0.142	0.13900	0.63800	-0.6220	-0.1986		0.03047948	42.0616759	0.18558227	0.03878122	0.01029992	-0.01095998	0.02106976	0.0141236	-0.00899559	-0.00117725	0.00385067	-0.01087056	-0.00813352	-0.00034889	-0.00113189	0.00049913	-0.00008331	0.00008399	0.00011688	0.00146573	-0.00000586	0.00015024	0.00000466	0.00000068	0.00056104
14	1.38	4	20.44	-20.44	87.36	-48.72	0.263	0.144	0.26300	0.64000	-0.6858	-0.0922		0.03217205	44.39743093	0.25762125	0.04195782	0.014245	-0.02731521	0.02265374	0.01332957	-0.00430025	-0.00695939	0.0057404	-0.00654937	-0.0140132	-0.00054302	-0.00098431	0.00099137	-0.00002584	0.00013018	0.00038592	0.00146572	-0.00000847	0.00015195	0.00000559	-0.00000068	0.00056066
14	1.38	5	20.44	20.44	87.36	-7.84	0.262	0.022	0.26200	0.51800	-0.5796	-0.0321		0.03221916	44.46244003	0.26856221	0.04107778	0.03315081	0.00182561	0.02278403	0.01436176	-0.00781009	0.00286549	0.01242681	-0.00245418	-0.00894969	-0.000047	-0.00055398	0.00077609	-0.00000612	0.00007008	0.0003873	0.00120623	-0.0000062	0.00015494	0.00000433	-0.00000106	0.00056195
15	1.38	2	-20.44	20.44	46.98	-52.62	0.138	0.153	0.13800	0.64900	-0.6311	-0.2050		0.03087388	42.60594819	0.18043751	0.03957144	0.00927418	-0.01418047	0.02147116	0.01402887	-0.00861652	-0.00227625	0.00348223	-0.01141418	-0.00831873	-0.00039146	-0.0011738	0.00050305	-0.00008832	0.00008702	0.00011373	0.00148723	-0.00000595	0.00014985	0.00000474	0.00000079	0.00056097
15	1.38	3	-20.44	-20.44	46.98	-93.5	0.14	0.271	0.14000	0.76700	-0.7342	-0.2623		0.05884981	81.21273621	0.41982076	0.08749833	-0.00294615	-0.07014691	0.04845409	0.01231146	-0.00150259	-0.02160402	-0.00083358	-0.01867141	-0.01174106	-0.00092587	-0.00171525	0.00062662	-0.00016164	0.00014175	0.00011619	0.00173635	-0.00000733	0.00014598	0.00000611	0.00000238	0.00055949
15	1.38	4	20.44	-20.44	87.86	-93.5	0.263	0.273	0.26300	0.76900	-0.7975	-0.1567		0.07300434	100.7459931	0.53438701	0.11344618	-0.00869654	-0.08851499	0.06218613	0.00761984	0.00334468	-0.02717928	-0.00153344	-0.01242122	-0.0218464	-0.00218356	-0.00142863	-0.00014879	0.00089564	0.00048153	0.00083081	0.00230569	-0.00053985	0.00035897	0.00006398	-0.00036439	0.00050696
15	1.38	5	20.44	20.44	87.86	-52.62	0.262	0.154	0.26200	0.65000	-0.6939	-0.0981		0.03346368	46.17987726	0.27028927	0.04436303	0.01248931	-0.03072372	0.02399059	0.01317988	-0.00394054	-0.00812446	0.00511288	-0.00707112	-0.01440965	-0.00058322	-0.00102821	0.00100329	-0.0000295	0.00013602	0.00038221	0.00148744	-0.00000865	0.00015157	0.00000572	-0.00000063	0.00056059
16	1.38	2	-20.44	20.44	90.26	62.64	0.273	-0.192	0.27300	0.30400	-0.3998	0.084424935		0.06352564	87.66538397	0.37333054	0.10083579	0.05692619	-0.00090078	0.05835945	0.01071189	-0.00864332	0.00102331	0.02064618	0.00113454	-0.00304092	0.00076418	0.00037535	0.00036282	0.00012892	-0.00049339	0.00035431	0.00063139	-0.00026742	0.00024393	-0.00001679	0.00023426	0.00046571
16	1.38	3	-20.44	-20.44	90.26	21.76	0.274	-0.068	0.27400	0.42800	-0.5077	0.023290961		0.04220328	58.24052369	0.31954471	0.06049152	0.04563017	0.0065377	0.03438113	0.01367787	-0.00840284	0.00417186	0.01689097	-0.00030829	-0.00604041	0.00025485	-0.00028222	0.00065571	0.00000148	0.00004197	0.00041571	0.00101082	-0.00000466	0.0001568	0.00000377	-0.00000127	0.00056268
16	1.38	4	20.44	-20.44	131.14	21.76	0.398	-0.067	0.39800	0.42900	-0.5705	0.130178111		0.0306888	42.35053711	0.30553484	0.03727446	0.04576225	-0.01008332	0.02068949	0.00942859	0.00006224	-0.00191469	0.0181707	0.00495927	-0.00767495	-0.0004967	-0.00042606	0.00124911	-0.00000224	0.00031062	0.00142574	0.0008047	0.00033705	-0.00023622	0.00000685	-0.00027406	0.00034011
