# columns:
# SCA #, then ref wavelength (um), then corner number
# order is TL, BL, BR, TR in FPA x,y
# last 22 columns are Zernikes
#
1	1.38	2	-20.44	20.44	-42.58	32.59	-0.134	-0.099	-0.13400	0.39700	-0.2768	-0.3145		0.06372843	87.94523633	0.31946646	0.10197423	-0.02989683	0.01674782	0.05887571	0.01186367	-0.01566314	0.00766402	-0.01146025	-0.0035469	0.00216019	0.00067743	-0.00039646	-0.00035455	-0.00003323	-0.00001334	-0.00048097	0.00094699	-0.00000042	0.00015614	0.00000213	-0.0000004	0.00056336
1	1.38	3	-20.44	-20.44	-42.58	-8.29	-0.134	0.025	-0.13400	0.52100	-0.3842	-0.3765		0.03911271	53.97554664	0.22342898	0.0556239	-0.02269239	0.01379343	0.03153539	0.01162943	-0.01439329	0.00711143	-0.00890969	-0.00671044	0.00392488	0.00022687	-0.00072849	-0.00046042	-0.00005655	-0.00002664	-0.00047903	0.00121435	0.00000023	0.00015352	0.00000193	0.00000026	0.00056222
1	1.38	4	20.44	-20.44	-1.7	-8.29	-0.008	0.024	-0.00800	0.52000	-0.4463	-0.2669		0.04238785	58.49522956	0.25642183	0.06247664	-0.00309787	0.01880895	0.03552679	0.0131132	-0.01485002	0.00888489	-0.00147736	-0.00766214	-0.00039728	0.00025419	-0.00077612	-0.00006829	-0.0000634	0.00000876	-0.00020457	0.00121451	-0.00000194	0.00015298	0.00000283	0.00000031	0.00056243
1	1.38	5	20.44	20.44	-1.7	32.59	-0.008	-0.099	-0.00800	0.39700	-0.3398	-0.2054		0.06973937	96.24032794	0.35718837	0.11398322	-0.00315614	0.02045086	0.06584869	0.01289738	-0.01608384	0.00897346	-0.00149586	-0.00429465	-0.00032463	0.00070834	-0.0004452	-0.00005921	-0.0000359	0.00000546	-0.00020343	0.00094714	-0.00000172	0.00015572	0.00000269	-0.00000042	0.00056355
2	1.38	2	-20.44	20.44	-42.73	-16.59	-0.133	0.048	-0.13300	0.54400	-0.4046	-0.3872		0.03587046	49.50123477	0.20411056	0.04931011	-0.02100987	0.01069907	0.02776816	0.01167187	-0.0139553	0.0061113	-0.00831225	-0.00754638	0.00429594	0.00013215	-0.00080478	-0.0004797	-0.00006318	-0.00003017	-0.00047762	0.00126535	0.00000038	0.00015285	0.00000187	0.00000042	0.00056202
2	1.38	3	-20.44	-20.44	-42.73	-57.47	-0.133	0.17	-0.13300	0.66600	-0.5103	-0.4482		0.03236486	44.66350779	0.21445642	0.04240216	-0.01149849	-0.02085769	0.02311328	0.0122422	-0.00997965	-0.00457074	-0.00494558	-0.01307895	0.00651523	-0.00038583	-0.00125827	-0.00058918	-0.00011279	-0.00005592	-0.00047539	0.00152319	0.00000099	0.00014927	0.0000014	0.00000159	0.00056063
2	1.38	4	20.44	-20.44	-1.85	-57.47	-0.009	0.169	-0.00900	0.66500	-0.5714	-0.3403		0.03157164	43.56886501	0.17616801	0.04106626	-0.00277559	-0.01426438	0.02236766	0.01313303	-0.01044117	-0.00223913	-0.00136384	-0.01426095	-0.00052717	-0.0003657	-0.00130405	-0.00007925	-0.00012595	0.00001338	-0.00020479	0.00152354	-0.00000228	0.00014863	0.00000304	0.0000018	0.00056083
2	1.38	5	20.44	20.44	-1.85	-16.59	-0.008	0.048	-0.00800	0.54400	-0.4671	-0.2789		0.03854204	53.18800887	0.23436926	0.05494483	-0.00297612	0.01594259	0.03105456	0.0131432	-0.01440682	0.00796542	-0.00143229	-0.00852923	-0.000436	0.0001581	-0.00085185	-0.00006826	-0.00007087	0.00000963	-0.00020347	0.00126554	-0.000002	0.0001523	0.00000287	0.00000049	0.00056222
3	1.38	2	-20.44	20.44	-42.88	-61.62	-0.132	0.181	-0.13200	0.67700	-0.5203	-0.4528		0.03357638	46.33540104	0.22821825	0.04457221	-0.0105011	-0.02505914	0.02430392	0.01232588	-0.00946075	-0.0060132	-0.00458964	-0.01371195	0.00669417	-0.00043414	-0.00130573	-0.00059635	-0.00011902	-0.00005846	-0.00047358	0.00154651	0.00000104	0.00014884	0.00000135	0.00000172	0.00056054
3	1.38	3	-20.44	-20.44	-42.88	-102.5	-0.132	0.299	-0.13200	0.79500	-0.6225	-0.5118		0.07340743	101.3022478	0.50964146	0.11125455	0.00094671	-0.08828494	0.06211833	0.01343434	-0.00151028	-0.02791065	-0.00053831	-0.02174624	0.00927223	-0.00096628	-0.00187744	-0.00071138	-0.00020759	-0.00009843	-0.00047133	0.00179388	0.00000144	0.0001448	0.00000049	0.00000373	0.000559
3	1.38	4	20.44	-20.44	-2	-102.5	-0.009	0.298	-0.00900	0.79400	-0.6831	-0.4048		0.06690611	92.33042556	0.47246595	0.10063909	-0.00233355	-0.08012371	0.05600496	0.01286574	-0.00195377	-0.02502529	-0.00120905	-0.02310477	-0.00065054	-0.00095405	-0.00191966	-0.00009205	-0.00022749	0.00001814	-0.00020558	0.00179391	-0.00000265	0.00014411	0.00000326	0.00000415	0.00055921
3	1.38	5	20.44	20.44	-2	-61.62	-0.008	0.18	-0.00800	0.67600	-0.5814	-0.3449		0.03237896	44.68296191	0.19320124	0.04253363	-0.00271017	-0.01836754	0.02315174	0.01312542	-0.00991356	-0.00364722	-0.00133887	-0.01489035	-0.000566	-0.00041468	-0.0013504	-0.0000782	-0.00013245	0.00001405	-0.00020379	0.00154665	-0.00000231	0.0001482	0.00000306	0.00000194	0.00056074
4	1.38	2	-20.44	20.44	-86.86	41.34	-0.268	-0.126	-0.26800	0.37000	-0.1864	-0.4171		0.05350286	73.83394292	0.34603603	0.07968097	-0.05399517	0.00448624	0.04572658	0.01200715	-0.01295358	0.00305585	-0.02078407	-0.00099602	0.0036237	0.00029941	-0.00036136	-0.0010006	0.00020583	-0.00031305	-0.00111738	0.00067494	0.00003544	-0.00020913	0.00029086	-0.00011163	0.0003083
4	1.38	3	-20.44	-20.44	-86.86	0.46	-0.269	-0.002	-0.26900	0.49400	-0.2933	-0.4800		0.03483719	48.07532188	0.26936898	0.04495455	-0.03984122	0.00238923	0.02531817	0.01124885	-0.01162652	0.00296917	-0.01551711	-0.0026066	0.0071632	0.00018218	-0.00048834	-0.00084331	-0.00002304	-0.00004594	-0.00077509	0.0011543	0.00000174	0.00015566	0.00000134	-0.00000034	0.00056196
4	1.38	4	20.44	-20.44	-45.98	0.46	-0.144	-0.003	-0.14400	0.49300	-0.3550	-0.3712		0.04307225	59.43970694	0.24295623	0.06316073	-0.02609635	0.01556938	0.03601624	0.0115257	-0.01466006	0.00762929	-0.0101571	-0.00566708	0.0038072	0.00032744	-0.00063637	-0.0004681	-0.00004847	-0.00002519	-0.00050294	0.00115456	0.00000023	0.00015429	0.00000193	0.00000007	0.00056247
4	1.38	5	20.44	20.44	-45.98	41.34	-0.143	-0.126	-0.14300	0.37000	-0.2489	-0.3088		0.06927379	95.59782354	0.33202932	0.11193897	-0.03313152	0.01424426	0.06473467	0.01198904	-0.01568994	0.00666753	-0.01264263	-0.00295705	0.00196921	0.00075964	-0.00032843	-0.00035174	-0.00002936	-0.00001256	-0.00050206	0.00088644	-0.00000049	0.00015667	0.00000212	-0.00000051	0.00056356
5	1.38	2	-20.44	20.44	-87.36	-7.84	-0.268	0.022	-0.26800	0.51800	-0.3146	-0.4911		0.03259413	44.97989744	0.25505329	0.04083674	-0.03662579	-0.00031644	0.02282771	0.01122099	-0.01129047	0.0021066	-0.01437499	-0.00323881	0.00792769	0.00009439	-0.0005617	-0.00088182	-0.00002583	-0.00005281	-0.00077218	0.00120538	0.00000208	0.0001551	0.00000123	-0.00000026	0.00056176
5	1.38	3	-20.44	-20.44	-87.36	-48.72	-0.269	0.144	-0.26900	0.64000	-0.4198	-0.5530		0.03332495	45.98842861	0.28100452	0.04343009	-0.01790831	-0.03002631	0.02369045	0.01203042	-0.00787819	-0.00791978	-0.00775403	-0.00752708	0.01254842	-0.00039871	-0.00099318	-0.00110539	-0.00005004	-0.00010329	-0.00077017	0.0014647	0.00000366	0.00015201	0.00000033	0.00000031	0.00056042
5	1.38	4	20.44	-20.44	-46.48	-48.72	-0.145	0.142	-0.14500	0.63800	-0.4800	-0.4446		0.0307051	42.37303801	0.19327841	0.03929577	-0.01462364	-0.01237981	0.02146643	0.01199092	-0.01099854	-0.00168048	-0.00609836	-0.01138599	0.00657213	-0.0002719	-0.0011365	-0.00061002	-0.00009611	-0.00005439	-0.00050145	0.00146505	0.00000112	0.00015029	0.00000141	0.00000122	0.00056093
5	1.38	5	20.44	20.44	-46.48	-7.84	-0.143	0.021	-0.14300	0.51700	-0.3762	-0.3823		0.03926837	54.19035592	0.22698816	0.0558357	-0.02429745	0.01351164	0.03166973	0.0115398	-0.01432474	0.00699595	-0.00951626	-0.00641747	0.00417704	0.00023627	-0.00070851	-0.00048717	-0.00005411	-0.00002847	-0.0005003	0.00120573	0.00000038	0.00015368	0.00000188	0.0000002	0.00056228
6	1.38	2	-20.44	20.44	-87.86	-52.62	-0.267	0.154	-0.26700	0.65000	-0.4294	-0.5562		0.03471107	47.90127981	0.2925377	0.04596619	-0.01618637	-0.03344574	0.0251023	0.01215159	-0.00751295	-0.00908881	-0.00713813	-0.00806019	0.01289718	-0.00043936	-0.00103715	-0.00111772	-0.00005401	-0.00010812	-0.00076629	0.00148636	0.00000379	0.00015162	0.00000024	0.00000038	0.00056035
6	1.38	3	-20.44	-20.44	-87.86	-93.5	-0.268	0.273	-0.26800	0.76900	-0.5320	-0.6166		0.0790369	109.0709264	0.55270117	0.11960102	0.00781254	-0.09486873	0.06754472	0.0129375	-0.00049822	-0.03086655	0.00183319	-0.01549399	0.01754542	-0.00033899	-0.00166091	-0.00214754	-0.00071037	-0.00006507	-0.00051944	0.00142344	-0.00030038	0.00001568	-0.00001311	0.00022824	0.00056833
6	1.38	4	20.44	-20.44	-46.98	-93.5	-0.145	0.271	-0.14500	0.76700	-0.5917	-0.5091		0.06004533	82.86255479	0.43016461	0.08914224	-0.00161549	-0.0718554	0.04950573	0.01318676	-0.00359907	-0.02220959	-0.0014969	-0.0192937	0.00958871	-0.00084664	-0.00172069	-0.00074657	-0.00017777	-0.00009812	-0.00050001	0.00173552	0.00000175	0.00014596	0.00000049	0.00000306	0.00055934
6	1.38	5	20.44	20.44	-46.98	-52.62	-0.143	0.152	-0.14300	0.64800	-0.4897	-0.4478		0.03115779	42.99775221	0.20173739	0.04015738	-0.01361882	-0.01559548	0.02190841	0.01206785	-0.01060774	-0.00277786	-0.005737	-0.01193278	0.00671156	-0.00031495	-0.00117838	-0.00061433	-0.00010122	-0.0000564	-0.00049812	0.0014865	0.00000117	0.00014989	0.00000137	0.00000133	0.00056085
7	1.38	2	-20.44	20.44	-131.14	62.64	-0.403	-0.191	-0.40300	0.30500	-0.0626	-0.5015		0.04306938	59.4357427	0.49118735	0.04654808	-0.07716394	-0.01871452	0.02793454	0.01519418	-0.0100345	-0.0036449	-0.02643127	0.00421428	0.00138609	0.00148962	0.00082295	0.00036629	-0.00048046	0.0006843	-0.00073273	0.00088521	0.00009389	0.00019923	0.00039736	-0.00009281	0.00012107
7	1.38	3	-20.44	-20.44	-131.14	21.76	-0.404	-0.067	-0.40400	0.42900	-0.1695	-0.5644		0.03190185	44.02454928	0.37160882	0.02969225	-0.05730753	-0.01567934	0.01603624	0.01195061	-0.00937117	-0.00350909	-0.02143218	0.00290582	0.00633225	0.00051181	0.00049492	-0.0008584	0.00023935	0.00055748	-0.00012497	0.00128049	0.00047977	0.00079216	-0.00010359	0.00047376	0.00089622
7	1.38	4	20.44	-20.44	-90.26	21.76	-0.28	-0.068	-0.28000	0.42800	-0.2307	-0.4565		0.04271254	58.94331083	0.31613977	0.0592728	-0.04888902	0.00473491	0.033867	0.01173106	-0.01198476	0.00353296	-0.0187633	-0.00098104	0.00528756	0.00040142	-0.00028969	-0.00075606	-0.00001656	-0.00003072	-0.0008009	0.00100999	0.00000092	0.00015705	0.00000156	-0.00000056	0.00056251
7	1.38	5	20.44	20.44	-90.26	62.64	-0.278	-0.192	-0.27800	0.30400	-0.1243	-0.3928		0.06299168	86.92852176	0.4145689	0.09664272	-0.0627435	-0.00379404	0.05515886	0.0119241	-0.01348191	-0.00039452	-0.02424997	-0.00100607	0.00239713	0.000175	-0.00028853	-0.00115148	0.00008728	-0.00028256	-0.00090979	0.00071086	-0.00015259	0.00018931	-0.00027578	-0.00022933	0.00079242
8	1.38	2	-20.44	20.44	-131.92	13.46	-0.403	-0.043	-0.40300	0.45300	-0.1908	-0.5755		0.03066238	42.31408717	0.35057651	0.02847527	-0.05269435	-0.01693912	0.01511032	0.01177701	-0.00916896	-0.0040126	-0.02010919	0.00249156	0.00727504	0.00027514	0.00029232	-0.00113306	0.00033245	0.00031658	-0.00018828	0.00125267	0.00055579	0.00067533	0.00001978	0.00052868	0.0009709
