0.35	0	0	0	0	0	0	0
0.36	3.68733E-05	3.68733E-05	3.68733E-05	3.68733E-05	3.68733E-05	3.68733E-05	3.27049E-05
0.37	7.37443E-05	7.37443E-05	7.37443E-05	7.37443E-05	7.37443E-05	7.37443E-05	6.54079E-05
0.38	0.000110615	0.000110615	0.000110615	0.000110615	0.000110615	0.000110615	9.81109E-05
0.39	0.000172996	0.000147486	0.000147486	0.000147486	0.000147486	0.000147486	0.000130813
0.4	0.00038369	0.000184357	0.000184357	0.000184357	0.000184357	0.000184357	0.000163516
0.41	0.000794728	0.000236905	0.000236905	0.000236905	0.000236905	0.000236905	0.000210124
0.42	0.001383164	0.000273755	0.000273755	0.000273755	0.000273755	0.000273755	0.000242808
0.43	0.002031425	0.000280801	0.000280801	0.000280801	0.000280801	0.000280801	0.000249058
0.44	0.002844989	0.000285664	0.000285664	0.000285664	0.000285664	0.000285664	0.000253371
0.45	0.003842606	0.000289222	0.000289222	0.000289222	0.000289222	0.000289222	0.000256527
0.46	0.005043178	0.000291961	0.000291961	0.000291961	0.000291961	0.000291961	0.000258956
0.47	0.161793789	0.000294033	0.000294033	0.000294033	0.000294033	0.000294033	0.000260794
0.48	0.952519886	0.000295678	0.000295678	0.000295678	0.000295678	0.000295678	0.000262253
0.49	0.950838932	0.000296823	0.000296823	0.000296823	0.000296823	0.000296823	0.000263269
0.5	0.922847182	0.000297672	0.000297672	0.000297672	0.000297672	0.000297672	0.000264022
0.51	0.990594027	0.000298352	0.000298352	0.000298352	0.000298352	0.000298352	0.000264625
0.52	1.061416333	0.000298971	0.000298971	0.000298971	0.000298971	0.000298971	0.000265174
0.53	1.132164247	0.000299496	0.000299496	0.000299496	0.000299496	0.000299496	0.000265639
0.54	1.202429735	0.00029984	0.00029984	0.00029984	0.00029984	0.00029984	0.000265945
0.55	1.272239728	0.000300039	0.000300039	0.000300039	0.000300039	0.000300039	0.000266121
0.56	1.408012673	0.0003002	0.0003002	0.0003002	0.0003002	0.0003002	0.000266264
0.57	1.540221027	0.000300223	0.000300223	0.000300223	0.000300223	0.000300223	0.000266285
0.58	1.675122589	0.000300188	0.000300188	0.000300188	0.000300188	0.000300188	0.000266253
0.59	1.810273142	0.000300199	0.000300199	0.000300199	0.000300199	0.000300199	0.000266263
0.6	1.941917459	0.000300131	0.000300131	0.000300131	0.000300131	0.000300131	0.000266203
0.61	1.953049979	0.000299997	0.000299997	0.000299997	0.000299997	0.000299997	0.000266084
0.62	1.963738442	1.63167E-32	0.000299797	0.000299797	0.000299797	0.000299797	0.000265907
0.63	1.974149157	1.72642E-05	0.000299557	0.000299557	0.000299557	0.000299557	0.000265694
0.64	1.981348234	7.92542E-05	0.000299287	0.000299287	0.000299287	0.000299287	0.000265454
0.65	1.991573873	0.000201228	0.000299025	0.000299025	0.000299025	0.000299025	0.000265222
0.66	1.983764309	0.000398368	0.00029875	0.00029875	0.00029875	0.00029875	0.000264978
0.67	1.976159064	0.000685871	0.000298503	0.000298503	0.000298503	0.000298503	0.000264759
0.68	1.96660575	0.00107937	0.000298413	0.000298413	0.000298413	0.000298413	0.000264679
0.69	1.959063395	0.001593074	0.000298173	0.000298173	0.000298173	0.000298173	0.000264466
0.7	1.951100095	0.002241805	0.000297868	0.000297868	0.000297868	0.000297868	0.000264195
0.71	1.948347351	0.003039441	0.000297447	0.000297447	0.000297447	0.000297447	0.000263823
0.72	1.945822015	0.004001595	0.000297062	0.000297062	0.000297062	0.000297062	0.000263481
0.73	1.947071565	0.005144629	0.000296799	0.000296799	0.000296799	0.000296799	0.000263248
0.74	1.937842657	0.075809362	0.000296474	0.000296474	0.000296474	0.000296474	0.000262959
0.75	1.812081989	0.341334824	0.00029612	0.00029612	0.00029612	0.00029612	0.000262645
0.76	1.250655664	1.251539264	0.000295828	0.000295828	0.000295828	0.000295828	0.000262386
0.77	0.346135242	2.074467966	0.000295558	0.000295558	0.000295558	0.000295558	0.000262147
0.78	0.071976269	2.435119988	0.000295155	0.000295155	0.000295155	0.000295155	0.000261789
0.79	0.000511205	2.621162662	0.000294841	0.000294841	0.000294841	0.000294841	0.000261511
0.8	0.000396445	2.689407286	0.000294566	0.000294566	0.000294566	0.000294566	0.000261267
0.81	0.000299898	2.679491851	0.000294124	0.000294124	0.000294124	0.000294124	0.000260875
0.82	0.000220181	2.668921223	0.000392341	0.000293608	0.000392341	0.000293608	0.000260417
0.83	0.00015577	2.658264866	0.000673418	0.000293081	0.000673418	0.000293081	0.000259949
0.84	0.000105028	2.646612912	0.001054041	0.000292441	0.001054041	0.000292441	0.000259382
0.85	6.64694E-05	2.654273272	0.001548465	0.000291997	0.001548465	0.000291997	0.000258988
0.86	3.84464E-05	2.667039282	0.002171243	0.000291796	0.002171243	0.000291796	0.00025881
0.87	2.91362E-05	2.680528109	0.002932573	0.000291359	0.002932573	0.000291359	0.000258423
0.88	2.91042E-05	2.69504852	0.003848301	0.00029104	0.003848301	0.00029104	0.000258139
0.89	2.90649E-05	2.708854198	0.004929488	0.000290648	0.004929488	0.000290648	0.000257791
0.9	2.9016E-05	2.715902744	0.041033976	0.000290159	0.041033976	0.000290159	0.000257358
